Semana|Articulo|Unidades|Venta_Pesos|Num_Tiendas|Cant_Tickets
20210616|Art_19|39574|695920.1279|1.16|5.02
20190605|Art_19|61165|931939.8686|1|5.61
20210203|Art_19|17572|314326.37|1.17|3.94
20191009|Art_19|38484|606652.9551|1|5.33
20190925|Art_19|39156|621057.9896|1|5.27
20201014|Art_19|30662|506630.3802|1.09|4.58
20200916|Art_19|27743|459533.0996|1.08|4.47
20190313|Art_19|37931|644095.1521|1|5.25
20190821|Art_19|66213|1040309.6048|1|5.67
20201230|Art_19|18354|327881.26|1.09|4.37
20190904|Art_19|52986|832742.430299999|1|5.57
20190918|Art_19|46331|736220.2589|1|5.51
20200527|Art_19|41342|634239.5773|1.09|1.39
20201223|Art_19|19206|343170.94|1.09|4.74
20200826|Art_19|37242|590022.4591|1.09|4.54
20210414|Art_19|43923|744582.5106|1.17|5.08
20190424|Art_19|57565|974205.0615|1|5.37
20200617|Art_19|41704|681220.061|1.09|4.54
20210331|Art_19|37708|642832.2032|1.17|5.15
20190814|Art_19|57809|909697.1071|1|5.49
20200805|Art_19|38572|608801.6841|1.09|2.77
20210407|Art_19|38949|663737.729|1.17|4.99
20210505|Art_19|32821|567001.9099|1.16|4.4
20191225|Art_19|35093|569278.82|1.07|5.54
20190227|Art_19|39922|601038.0492|1|5.12
20190724|Art_19|48365|764097.039|1|5.38
20200401|Art_19|37962|582147.6101|1.06|3.96
20190828|Art_19|54916|863695.853|1|5.38
20191106|Art_19|29689|502130.64|1|4.99
20190123|Art_19|24689|421605.64|1|5.04
20200122|Art_19|30006|486500.98|1.11|5.35
20200923|Art_19|27486|455761.0299|1.08|4.45
20200205|Art_19|31334|510715.24|1.07|5.11
20200101|Art_19|31314|508956.27|1.07|4.72
20190410|Art_19|67363|998792.5821|1|5.37
20190522|Art_19|67302|1032430.3883|1|5.61
20210421|Art_19|36647|625427.6963|1.17|5.08
20200902|Art_19|38323|607140.4491|1.09|3.49
20200408|Art_19|33376|511323.4891|1.09|3.79
20200610|Art_19|46673|716453.9211|1.09|4.46
20210113|Art_19|14057|252011.6299|1.17|4.29
20191016|Art_19|46173|686300.3379|1|5.33
20200212|Art_19|34059|551486.67|1.08|4.57
20190731|Art_19|50288|792568.5795|1|5.45
20190529|Art_19|65147|992366.7332|1|5.5
20190710|Art_19|49197|829114.6018|1|5.5
20200909|Art_19|32464|515342.159|1.08|4.38
20191023|Art_19|45337|674676.1466|1|5.26
20200318|Art_19|47928|774104.1915|1.06|5.26
20190320|Art_19|33222|561385.34|1|5.26
20210317|Art_19|28887|502216.7309|1.17|5
20190213|Art_19|23487|399754.53|1|5
20200311|Art_19|39154|634939.1501|1.06|5.05
20190501|Art_19|52971|893404.14|1|5.51
20190306|Art_19|47881|738247.2851|1|5.5
20210303|Art_19|26422|459795.8118|1.17|4.31
20190807|Art_19|57487|905461.6016|1|5.64
20201125|Art_19|19648|324615.84|1.09|4.46
20210324|Art_19|29843|508219.7573|1.17|4.47
20210623|Art_19|41628|722061.2408|1.16|4.95
20190612|Art_19|74935|1138147.165|1|5.54
20200715|Art_19|46845|738239.4649|1.09|4.54
20191127|Art_19|29881|492965.75|1.07|4.64
20190403|Art_19|58528|867785.1988|1|5.44
20200729|Art_19|32945|519660.5449|1.09|4.34
20200415|Art_19|32688|498552.839|1.06|4.09
20200520|Art_19|41888|641362.0127|1.09|1
20210707|Art_19|35289|610364.826300001|1.16|3.58
20190717|Art_19|52508|830979.1122|1|5.57
20210526|Art_19|34191|601688.7896|1.16|4.76
20200708|Art_19|42108|688812.156|1.09|3.12
20190508|Art_19|50254|843848.96|1|5.55
20190206|Art_19|28611|488240.97|1|5.23
20210602|Art_19|37791|665699.4568|1.16|5.23
20190220|Art_19|32907|560014.7899|1|5.34
20200429|Art_19|33713|545077.1236|1.09|4.13
20200701|Art_19|38176|625980.1248|1.09|3.88
20200930|Art_19|29338|485589.1099|1.08|4.57
20190619|Art_19|56635|956459.6907|1|5.67
20190327|Art_19|49389|734434.698399999|1|5.18
20190130|Art_19|23650|403755.7|1|4.97
20210630|Art_19|35048|605266.3155|1.16|4.9
20200226|Art_19|36853|596705.8|1.06|5.06
20210217|Art_19|15469|276981.8201|1.17|4.5
20201021|Art_19|30510|504371.9502|1.09|4.7
20210609|Art_19|38836|683130.0964|1.16|5.03
20201007|Art_19|28837|477146.28|1.09|4.68
20190515|Art_19|49877|831058.0789|1|5.54
20191204|Art_19|33225|540428.31|1.07|4.66
20210310|Art_19|24317|423064.9454|1.17|4.8
20190703|Art_19|47085|798568.77|1|5.63
20200304|Art_19|41534|672111.8101|1.06|4.37
20200108|Art_19|31672|515712.61|1.11|5.19
20201118|Art_19|22636|373190.92|1.09|4.62
20191113|Art_19|28688|484430.07|1.07|5.26
20190417|Art_19|71206|1059204.1342|1|5.6
20210714|Art_19|34038|589870.9868|1.16|4.86
20210106|Art_19|18904|338598.16|1.17|4.79
20200219|Art_19|39698|643026.31|1.07|5.28
20210519|Art_19|30334|534389.478|1.16|5.01
20200129|Art_19|30894|501216.93|1.11|5.28
20191120|Art_19|31612|533630.58|1.07|5.49
20200115|Art_19|31765|514486.99|1.11|5.31
20210210|Art_19|19010|340143.38|1.17|4.58
20190116|Art_19|21828|367953.86|1|4.98
20200325|Art_19|37798|581762.9434|1.07|4.71
20191211|Art_19|34877|564776.54|1.07|5.56
20190626|Art_19|51001|863306.31|1|5.49
20210512|Art_19|32314|568448.4195|1.16|5.07
20210120|Art_19|15801|283257.4899|1.17|4.5
20201111|Art_19|21219|349159.5501|1.09|4.47
20200722|Art_19|40777|642345.9502|1.09|4.56
20201028|Art_19|26334|433298.8399|1.09|4.46
20201209|Art_19|14377|257542.45|1.09|3.84
20190109|Art_19|24609|415323.3899|1|4.93
20200624|Art_19|42219|690422.1061|1.09|4.45
20210127|Art_19|16079|287171.8999|1.17|4.25
20200513|Art_19|31283|504770.7772|1.07|3.19
20190116|Art_20|28471|552313.32|1|4.98
20191211|Art_20|39078|771654.22|1.07|5.56
20200513|Art_20|32412|651163.807|1.07|3.19
20190821|Art_20|58513|1138595.75|1|5.67
20200325|Art_20|31561|691419.63|1.07|4.71
20200311|Art_20|35932|789641.97|1.06|5.05
20190717|Art_20|59759|1163269.6519|1|5.57
20190710|Art_20|69189|1253176.9194|1|5.5
20200506|Art_20|38881|778021.0236|1.05|2.72
20200318|Art_20|44654|979879.46|1.06|5.26
20201125|Art_20|26347|547709.1504|1.09|4.46
20210310|Art_20|35677|734096.601|1.17|4.8
20200122|Art_20|33062|652942.69|1.11|5.35
20200715|Art_20|42065|932081.5508|1.09|4.54
20190703|Art_20|69177|1254254.1373|1|5.63
20190612|Art_20|68359|1321646.9725|1|5.54
20210602|Art_20|50783|1124477.77|1.16|5.23
20201014|Art_20|33665|740669.5915|1.09|4.58
20210331|Art_20|44043|976779.99|1.17|5.15
20210623|Art_20|41514|861589.8409|1.16|4.95
20210120|Art_20|24298|523092.542|1.17|4.5
20200722|Art_20|39014|862359.84|1.09|4.56
20200520|Art_20|35451|779781.8899|1.09|1
20190306|Art_20|49954|971918.02|1|5.5
20200805|Art_20|38073|844959.6|1.09|2.77
20190410|Art_20|48451|938977.69|1|5.37
20190918|Art_20|46764|910072|1|5.51
20200212|Art_20|33519|747785.26|1.08|4.57
20210303|Art_20|37938|781419.6585|1.17|4.31
20200304|Art_20|39875|877100.86|1.06|4.37
20201104|Art_20|36693|689459.0397|1.09|3.35
20210414|Art_20|45971|1018344.19|1.17|5.08
20201209|Art_20|22729|474592.12|1.09|3.84
20200226|Art_20|37569|824756.24|1.06|5.06
20210224|Art_20|29728|612597.4907|1.17|4.53
20200205|Art_20|31039|762028.21|1.07|5.11
20190508|Art_20|83566|1469293.0423|1|5.55
20190904|Art_20|49736|969309.01|1|5.57
20210217|Art_20|23277|513072.3204|1.17|4.5
20190515|Art_20|85968|1513632.2676|1|5.54
20200909|Art_20|33900|757943.02|1.08|4.38
20191127|Art_20|36151|708281.06|1.07|4.64
20200916|Art_20|32074|712379.73|1.08|4.47
20200902|Art_20|36640|814868.3|1.09|3.49
20190501|Art_20|85218|1496402.8481|1|5.51
20200624|Art_20|46101|918080.2196|1.09|4.45
20190403|Art_20|48761|944305.59|1|5.44
20201216|Art_20|27149|565438.62|1.09|4.64
20200701|Art_20|43758|872762.789|1.09|3.88
20191218|Art_20|40658|803553.28|1.07|5.33
20210317|Art_20|43001|882555.6989|1.17|5
20190626|Art_20|72871|1319203.7717|1|5.49
20200826|Art_20|37183|829415.93|1.09|4.54
20210714|Art_20|40481|838723.3781|1.16|4.86
20200610|Art_20|37272|815331.0419|1.09|4.46
20190724|Art_20|52697|1028574.33|1|5.38
20190109|Art_20|34368|668067.15|1|4.93
20190227|Art_20|39155|762613.88|1|5.12
20200422|Art_20|31065|676757.9396|1.09|4.25
20190123|Art_20|31722|619070.65|1|5.04
20190605|Art_20|58936|1144879.82|1|5.61
20201111|Art_20|27153|559114.0598|1.09|4.47
20190814|Art_20|55401|1080256.91|1|5.49
20210707|Art_20|39055|810240.1729|1.16|3.58
20210616|Art_20|41771|926772.302|1.16|5.02
20191002|Art_20|37897|735494.89|1|5.42
20200708|Art_20|48040|959451.7199|1.09|3.12
20210512|Art_20|45117|927126.2629|1.16|5.07
20210630|Art_20|35921|745119.3794|1.16|4.9
20201007|Art_20|32314|717049.3001|1.09|4.68
20201118|Art_20|31120|645919.9405|1.09|4.62
20190807|Art_20|59372|1157344.4|1|5.64
20201028|Art_20|35493|741791.8741|1.09|4.46
20190130|Art_20|30875|602564.05|1|4.97
20191009|Art_20|39834|772591.78|1|5.33
20201202|Art_20|27568|572908.7206|1.09|3.68
20210519|Art_20|42744|879152.7477|1.16|5.01
20190417|Art_20|58282|1118278.7095|1|5.6
20210324|Art_20|35152|778179.2803|1.17|4.47
20191016|Art_20|38492|744373.77|1|5.33
20210505|Art_20|49475|1016156.1235|1.16|4.4
20200527|Art_20|34311|756937.76|1.09|1.39
20190619|Art_20|77063|1398734.7342|1|5.67
20190529|Art_20|65965|1278594.8|1|5.5
20210113|Art_20|23385|499033.5834|1.17|4.29
20210106|Art_20|30608|637655.8206|1.17|4.79
20200729|Art_20|33809|748550.2|1.09|4.34
20210127|Art_20|25128|537931.7054|1.17|4.25
20200415|Art_20|29280|641219.85|1.06|4.09
20191030|Art_20|33836|656446.71|1|5.12
20201230|Art_20|29613|617441.27|1.09|4.37
20190206|Art_20|37729|735079.74|1|5.23
20190925|Art_20|39908|775367.19|1|5.27
20200603|Art_20|31326|692667.87|1.09|3.43
20201223|Art_20|30641|639292.71|1.09|4.74
20210210|Art_20|26425|585623.37|1.17|4.58
20190731|Art_20|53223|1039542.91|1|5.45
20190522|Art_20|69718|1349703.8018|1|5.61
20191225|Art_20|40314|795416.24|1.07|5.54
20200819|Art_20|38714|864527.57|1.09|4.64
20191204|Art_20|40234|793794.82|1.07|4.66
20200115|Art_20|34761|686968.03|1.11|5.31
20190424|Art_20|87942|1546805.4322|1|5.37
20210526|Art_20|45296|1002593.8501|1.16|4.76
20210428|Art_20|47528|975262.426|1.17|5
20200108|Art_20|36068|714376.3|1.11|5.19
20210203|Art_20|25338|560623.16|1.17|3.94
20190220|Art_20|42855|833512.78|1|5.34
20200923|Art_20|29956|666502.71|1.08|4.45
20191113|Art_20|35859|694275.45|1.07|5.26
20210609|Art_20|45056|998502.06|1.16|5.03
20190828|Art_20|47598|928059.74|1|5.38
20200429|Art_20|36892|741631.9905|1.09|4.13
20191023|Art_20|34361|666682.48|1|5.26
20200401|Art_20|31800|697824.74|1.06|3.96
20210421|Art_20|44388|976584.801300001|1.17|5.08
20200617|Art_20|44040|878749.3105|1.09|4.54
20200408|Art_20|29041|637007.24|1.09|3.79
20200129|Art_20|32443|641897.84|1.11|5.28
20191120|Art_20|38145|739354.12|1.07|5.49
20210407|Art_20|42848|952625.58|1.17|4.99
20190313|Art_20|49222|956813.44|1|5.25
20201021|Art_20|34047|748031.0008|1.09|4.7
20200812|Art_20|35558|788289.14|1.09|4.45
20191106|Art_20|33943|657054.66|1|4.99
20200219|Art_20|39065|859150.51|1.07|5.28
20190327|Art_20|42082|814857.75|1|5.18
20200101|Art_20|37820|748118.68|1.07|4.72
20200930|Art_20|32460|719867.21|1.08|4.57
20190320|Art_20|44774|862498.72|1|5.26
20190911|Art_20|41491|808230.480000001|1|5.27
20190213|Art_20|32890|639460.33|1|5
20201209|Art_21|6468|115920.24|1.09|3.84
20200304|Art_21|16310|262493.2901|1.06|4.37
20201216|Art_21|7219|129286.44|1.09|4.64
20191002|Art_21|14988|235761.7967|1|5.42
20200715|Art_21|16253|255954.4329|1.09|4.54
20200805|Art_21|14201|223946.8732|1.09|2.77
20200729|Art_21|12296|193664.2725|1.09|4.34
20191113|Art_21|13335|224155.82|1.07|5.26
20201111|Art_21|9500|156082.8|1.09|4.47
20210707|Art_21|12183|212513.4875|1.16|3.58
20190814|Art_21|23292|363276.8934|1|5.49
20210414|Art_21|14149|242393.7996|1.17|5.08
20200318|Art_21|16434|264135.0004|1.06|5.26
20191023|Art_21|18937|280299.2566|1|5.26
20190227|Art_21|11675|174541.3275|1|5.12
20210428|Art_21|11290|198522.3052|1.17|5
20210512|Art_21|11860|208955.0952|1.16|5.07
20200722|Art_21|14518|228121.7364|1.09|4.56
20201125|Art_21|9019|148488.89|1.09|4.46
20200401|Art_21|12113|185149.8253|1.06|3.96
20191204|Art_21|13886|224239.87|1.07|4.66
20200930|Art_21|12059|199512.2701|1.08|4.57
20200603|Art_21|13664|209148.4654|1.09|3.43
20210106|Art_21|7387|132377.74|1.17|4.79
20190410|Art_21|24472|358759.9116|1|5.37
20200422|Art_21|11970|181789.4465|1.09|4.25
20190807|Art_21|24341|378783.6678|1|5.64
20210317|Art_21|11281|196427.7876|1.17|5
20190306|Art_21|15095|232231.1593|1|5.5
20190320|Art_21|11103|185224.2102|1|5.26
20200513|Art_21|11366|183128.0117|1.07|3.19
20201104|Art_21|10000|164782.7101|1.09|3.35
20190417|Art_21|26080|384195.7184|1|5.6
20190821|Art_21|26395|410639.2672|1|5.67
20200115|Art_21|12211|196575.12|1.11|5.31
20210609|Art_21|13417|235551.1447|1.16|5.03
20210217|Art_21|6626|117442.8598|1.17|4.5
20191211|Art_21|14027|225124.41|1.07|5.56
20191009|Art_21|15848|248453.5687|1|5.33
20191120|Art_21|13675|230464.83|1.07|5.49
20190710|Art_21|19569|328569.1496|1|5.5
20200902|Art_21|13916|220011.7562|1.09|3.49
20191030|Art_21|18015|266474.9589|1|5.12
20200617|Art_21|14335|234877.5821|1.09|4.54
20200408|Art_21|11128|169787.4139|1.09|3.79
20210310|Art_21|9792|170217.7792|1.17|4.8
20201028|Art_21|11595|190688.79|1.09|4.46
20200311|Art_21|13551|218535.9701|1.06|5.05
20200916|Art_21|11323|187188.8498|1.08|4.47
20210210|Art_21|7474|131896.58|1.17|4.58
20190515|Art_21|20851|345613.4105|1|5.54
20190619|Art_21|20270|341824.7502|1|5.67
20201223|Art_21|8371|149162.39|1.09|4.74
20190220|Art_21|10152|171000.89|1|5.34
20190116|Art_21|6900|116090.46|1|4.98
20190130|Art_21|7227|122928.21|1|4.97
20200325|Art_21|12622|193500.1063|1.07|4.71
20201230|Art_21|7390|131866.69|1.09|4.37
20201014|Art_21|13116|216765.42|1.09|4.58
20200624|Art_21|14517|238111.9727|1.09|4.45
20210331|Art_21|13285|227568.3002|1.17|5.15
20190904|Art_21|22339|348556.1871|1|5.57
20190123|Art_21|7794|132468.05|1|5.04
20210714|Art_21|12373|215942.5353|1.16|4.86
20200205|Art_21|11527|186514.58|1.07|5.11
20200923|Art_21|11414|189260.67|1.08|4.45
20190612|Art_21|24255|370065.3758|1|5.54
20201007|Art_21|12092|200405.97|1.09|4.68
20200826|Art_21|13690|216404.9458|1.09|4.54
20210630|Art_21|12085|209671.6133|1.16|4.9
20200101|Art_21|12135|196467.87|1.07|4.72
20200122|Art_21|11308|181922.75|1.11|5.35
20200701|Art_21|13020|213805.0717|1.09|3.88
20190918|Art_21|18751|295098.5114|1|5.51
20200520|Art_21|14660|223070.8676|1.09|1
20200812|Art_21|13288|209432.0844|1.09|4.45
20210421|Art_21|13335|228653.8403|1.17|5.08
20190206|Art_21|8463|143694.01|1|5.23
20200708|Art_21|14746|242078.8825|1.09|3.12
20190403|Art_21|23375|342308.3677|1|5.44
20190109|Art_21|8478|142970.03|1|4.93
20190213|Art_21|7387|125046.31|1|5
20210602|Art_21|13977|245570.8155|1.16|5.23
20190626|Art_21|18647|314788.25|1|5.49
20190501|Art_21|18969|317945.4602|1|5.51
20210623|Art_21|14313|249427.0924|1.16|4.95
20190731|Art_21|22233|346222.84|1|5.45
20210303|Art_21|10782|186652.3082|1.17|4.31
20190828|Art_21|21657|338615.3658|1|5.38
20200108|Art_21|12113|196090.19|1.11|5.19
20210526|Art_21|12609|222036.0146|1.16|4.76
20190529|Art_21|22818|348587.8447|1|5.5
20190911|Art_21|18521|289580.459|1|5.27
20200129|Art_21|11319|182590.67|1.11|5.28
20190717|Art_21|23271|363449.3619|1|5.57
20191218|Art_21|14594|234721|1.07|5.33
20210519|Art_21|12072|212457.4965|1.16|5.01
20210224|Art_21|8968|152420.5886|1.17|4.53
20200506|Art_21|12457|201470.1213|1.05|2.72
20201118|Art_21|10150|167275.02|1.09|4.62
20210407|Art_21|13684|234395.5231|1.17|4.99
20191127|Art_21|13045|214067.57|1.07|4.64
20191016|Art_21|19740|292432.7952|1|5.33
20200212|Art_21|13926|223960.54|1.08|4.57
20200909|Art_21|12899|204658.2672|1.08|4.38
20210324|Art_21|10494|179970.2541|1.17|4.47
20210203|Art_21|7241|127264.44|1.17|3.94
20200226|Art_21|14957|240557.56|1.06|5.06
20200527|Art_21|14488|221340.0585|1.09|1.39
20190424|Art_21|20285|341562.3796|1|5.37
20201202|Art_21|8698|142741.9499|1.09|3.68
20190724|Art_21|20903|326604.6092|1|5.38
20190703|Art_21|18844|319133.1201|1|5.63
20190327|Art_21|18731|275520.9308|1|5.18
20200610|Art_21|15706|240359.008|1.09|4.46
20200429|Art_21|12050|194340.381|1.09|4.13
20190605|Art_21|20915|318679.0431|1|5.61
20200415|Art_21|10934|165433.186|1.06|4.09
20200219|Art_21|15737|252964.94|1.07|5.28
20201021|Art_21|13393|221309.22|1.09|4.7
20190522|Art_21|24168|370548.7969|1|5.61
20200819|Art_21|14684|233019.9525|1.09|4.64
20210120|Art_21|6448|115508.65|1.17|4.5
20210505|Art_21|12274|212062.0569|1.16|4.4
20191106|Art_21|13065|220079.4098|1|4.99
20210616|Art_21|13185|231600.4034|1.16|5.02
20191225|Art_21|13449|217077|1.07|5.54
20210113|Art_21|5739|102598.29|1.17|4.29
20190313|Art_21|11831|197719.9104|1|5.25
20190508|Art_21|19542|326669.0202|1|5.55
20210127|Art_21|6479|115679.87|1.17|4.25
20190925|Art_21|15761|248189.9587|1|5.27
20190424|Art_22|209032|4640182.9046|1|5.37
20191204|Art_22|126566|2886925.2887|1.07|4.66
20190403|Art_22|232915|4466017.662|1|5.44
20210602|Art_22|320011|6738099.0945|1.16|5.23
20190327|Art_22|199022|3851139.9372|1|5.18
20200212|Art_22|119247|2751142.2613|1.08|4.57
20200226|Art_22|129984|2993047.2696|1.06|5.06
20210421|Art_22|231020|5007274.1468|1.17|5.08
20190925|Art_22|152655|3405759.3301|1|5.27
20200513|Art_22|161366|3633001.0866|1.07|3.19
20190828|Art_22|275508|5269006.1461|1|5.38
20210127|Art_22|114847|2802006.6801|1.17|4.25
20200325|Art_22|172457|3541163.9643|1.07|4.71
20190313|Art_22|140029|3176678.36|1|5.25
20190109|Art_22|99792|2251259.34|1|4.93
20201223|Art_22|181505|3703958.7476|1.09|4.74
20210331|Art_22|227320|4936644.4633|1.17|5.15
20210414|Art_22|260312|5640821.1734|1.17|5.08
20190918|Art_22|172017|3832131.0787|1|5.51
20201125|Art_22|147313|3079040.1157|1.09|4.46
20190904|Art_22|268579|5140870.649|1|5.57
20191225|Art_22|138707|3195710.4715|1.07|5.54
20190515|Art_22|211864|4659558.5608|1|5.54
20210512|Art_22|266340|5771532.2053|1.16|5.07
20190220|Art_22|128640|2917467.96|1|5.34
20190417|Art_22|295460|5632597.7789|1|5.6
20200415|Art_22|182693|3637396.583|1.06|4.09
20210623|Art_22|268163|5717949.4573|1.16|4.95
20190814|Art_22|314118|5975228.8402|1|5.49
20190703|Art_22|218700|4887445.0203|1|5.63
20201104|Art_22|165642|3460898.8201|1.09|3.35
20190724|Art_22|294655|5629127.9171|1|5.38
20210616|Art_22|313328|6551061.7867|1.16|5.02
20200408|Art_22|176382|3546474.5886|1.09|3.79
20190508|Art_22|203265|4523482.4201|1|5.55
20210303|Art_22|183242|4026445.9759|1.17|4.31
20190619|Art_22|245549|5469697.9422|1|5.67
20190605|Art_22|331282|6281405.056|1|5.61
20200715|Art_22|245825|5046670.3943|1.09|4.54
20191023|Art_22|170255|3353231.876|1|5.26
20200617|Art_22|170702|3927041.0247|1.09|4.54
20200916|Art_22|172647|3870109.1096|1.08|4.47
20190807|Art_22|330080|6278621.5621|1|5.64
20190626|Art_22|239759|5349459.9001|1|5.49
20200506|Art_22|172525|3950214.8836|1.05|2.72
20210407|Art_22|222515|4821570.5114|1.17|4.99
20191009|Art_22|150730|3329734.1581|1|5.33
20200819|Art_22|255295|5146723.1491|1.09|4.64
20190130|Art_22|93157|2113883.39|1|4.97
20200722|Art_22|239947|4878310.6616|1.09|4.56
20200129|Art_22|102189|2355572.2401|1.11|5.28
20210217|Art_22|116483|2602980.8832|1.17|4.5
20190213|Art_22|96498|2188790.18|1|5
20200624|Art_22|177046|4096175.6597|1.09|4.45
20190710|Art_22|223497|4935991.2086|1|5.5
20190501|Art_22|201676|4487267.2235|1|5.51
20190522|Art_22|340250|6507104.0603|1|5.61
20200923|Art_22|163602|3679050.7724|1.08|4.45
20191120|Art_22|122517|2716295.601|1.07|5.49
20201118|Art_22|164491|3440684.902|1.09|4.62
20200122|Art_22|102955|2370608.0302|1.11|5.35
20200429|Art_22|159096|3639122.9549|1.09|4.13
20201111|Art_22|151905|3186420.8509|1.09|4.47
20210526|Art_22|283674|6014230.8134|1.16|4.76
20210113|Art_22|96231|2350426.1503|1.17|4.29
20200729|Art_22|205944|4174693.5356|1.09|4.34
20210310|Art_22|168582|3698287.8878|1.17|4.8
20201014|Art_22|210145|4397860.013|1.09|4.58
20210714|Art_22|244277|5138542.6142|1.16|4.86
20210428|Art_22|241801|5287358.7025|1.17|5
20210106|Art_22|187371|3867618.6156|1.17|4.79
20200422|Art_22|195817|3897448.7328|1.09|4.25
20210224|Art_22|139950|3090229.1204|1.17|4.53
20210630|Art_22|239310|5051376.0384|1.16|4.9
20210707|Art_22|247125|5222271.6161|1.16|3.58
20210324|Art_22|184609|4030829.2233|1.17|4.47
20210210|Art_22|138094|3157037.6483|1.17|4.58
20201230|Art_22|195487|3913506.3769|1.09|4.37
20190731|Art_22|298161|5686820.0551|1|5.45
20190206|Art_22|113661|2579442.58|1|5.23
20200610|Art_22|273921|5317873.397|1.09|4.46
20190529|Art_22|353482|6700101.7014|1|5.5
20201202|Art_22|145652|3039018.2065|1.09|3.68
20201028|Art_22|185705|3878130.6964|1.09|4.46
20200603|Art_22|243998|4711366.9552|1.09|3.43
20191016|Art_22|174003|3433472.8581|1|5.33
20201021|Art_22|208841|4362287.9183|1.09|4.7
20200318|Art_22|169322|3875196.8886|1.06|5.26
20200930|Art_22|174208|3917883.9195|1.08|4.57
20191127|Art_22|118238|2674038.3097|1.07|4.64
20190717|Art_22|321889|6188123.8768|1|5.57
20191106|Art_22|117801|2618469.6385|1|4.99
20210609|Art_22|321131|6727225.0987|1.16|5.03
20191211|Art_22|126462|2913322.2195|1.07|5.56
20190410|Art_22|264341|5047184.9919|1|5.37
20210317|Art_22|208711|4566761.7327|1.17|5
20200708|Art_22|189745|4350818.1139|1.09|3.12
20200701|Art_22|171718|3981011.58|1.09|3.88
20200108|Art_22|104768|2418219.3194|1.11|5.19
20190612|Art_22|361907|6851903.2475|1|5.54
20190911|Art_22|222000|4267308.004|1|5.27
20190123|Art_22|99451|2258953.9|1|5.04
20200115|Art_22|110430|2544577.4192|1.11|5.31
20201007|Art_22|167319|3744657.8349|1.09|4.68
20200527|Art_22|282588|5454056.6579|1.09|1.39
20200902|Art_22|268295|5380941.9046|1.09|3.49
20190821|Art_22|318197|6101351.0959|1|5.67
20210505|Art_22|264044|5732581.1716|1.16|4.4
20191218|Art_22|132726|3057849.4209|1.07|5.33
20200805|Art_22|237321|4802972.0591|1.09|2.77
20200101|Art_22|122350|2817961.899|1.07|4.72
20191002|Art_22|147837|3299628.26|1|5.42
20190227|Art_22|116581|2646369.31|1|5.12
20200812|Art_22|227586|4592164.4093|1.09|4.45
20190320|Art_22|130027|2864929.3095|1|5.26
20210519|Art_22|251088|5440487.4309|1.16|5.01
20210203|Art_22|127216|2912178.4502|1.17|3.94
20201209|Art_22|142390|2865052.575|1.09|3.84
20200520|Art_22|283767|5520523.1337|1.09|1
20191030|Art_22|151792|2985658.7523|1|5.12
20201216|Art_22|162994|3456026.5871|1.09|4.64
20191113|Art_22|116327|2579144.0603|1.07|5.26
20200401|Art_22|190323|3846537.6643|1.06|3.96
20200304|Art_22|145668|3356122.9209|1.06|4.37
20190306|Art_22|141463|3204870.04|1|5.5
20200826|Art_22|248233|4978757.1227|1.09|4.54
20200311|Art_22|132645|3055590.7004|1.06|5.05
20210120|Art_22|107662|2630997.2702|1.17|4.5
20200205|Art_22|106322|2455649.211|1.07|5.11
20200909|Art_22|220811|4440517.2842|1.08|4.38
20200219|Art_22|139306|3210674.7907|1.07|5.28
20190116|Art_22|92630|2085031.26|1|4.98
20200603|Art_23|34262|760346.38|1.09|3.43
20190911|Art_23|42298|828780.35|1|5.27
20200805|Art_23|42893|959512.86|1.09|2.77
20210303|Art_23|41091|857082.5821|1.17|4.31
20190306|Art_23|46826|907093.2|1|5.5
20190515|Art_23|78442|1395968.7228|1|5.54
20200520|Art_23|37685|832325.9699|1.09|1
20210407|Art_23|50412|1133302.97|1.17|4.99
20190220|Art_23|39693|769400.64|1|5.34
20191113|Art_23|34033|663537.18|1.07|5.26
20201111|Art_23|27571|580859.4306|1.09|4.47
20200219|Art_23|38576|852505.72|1.07|5.28
20190612|Art_23|70173|1363608.512|1|5.54
20190424|Art_23|83831|1491441.5254|1|5.37
20200422|Art_23|32115|702430.5803|1.09|4.25
20190508|Art_23|77100|1370143.7203|1|5.55
20200617|Art_23|47048|948276.002800001|1.09|4.54
20210714|Art_23|49692|1045345.5165|1.16|4.86
20210707|Art_23|48628|1023500.1375|1.16|3.58
20201028|Art_23|36942|779209.4076|1.09|4.46
20190626|Art_23|74344|1360122.6424|1|5.49
20200205|Art_23|31295|772778.8|1.07|5.11
20190227|Art_23|36256|704256.64|1|5.12
20210210|Art_23|29209|654096.04|1.17|4.58
20200923|Art_23|33009|741699.48|1.08|4.45
20201202|Art_23|29185|613821.0704|1.09|3.68
20190828|Art_23|47908|938249.91|1|5.38
20190206|Art_23|35277|685174.34|1|5.23
20190918|Art_23|48016|940124.79|1|5.51
20190904|Art_23|51543|1010048.1|1|5.57
20201230|Art_23|32611|685364.419999999|1.09|4.37
20201007|Art_23|35381|794895.61|1.09|4.68
20200708|Art_23|51968|1051103.7688|1.09|3.12
20190109|Art_23|32682|630146.81|1|4.93
20191106|Art_23|33330|649499.73|1|4.99
20200624|Art_23|48574|977056.234|1.09|4.45
20200513|Art_23|35238|716334.588|1.07|3.19
20200129|Art_23|31252|620638.62|1.11|5.28
20200812|Art_23|39949|892235.94|1.09|4.45
20190410|Art_23|47902|934698.39|1|5.37
